school,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,NAME,PARTY TYPE,DOC. TYPE,DOC. DATE,is_new
New York University,Manhattan,888,1315,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1313,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1314,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1312,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1311,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1310,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1309,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1308,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1307,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1306,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1305,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1304,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1303,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1302,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,888,1301,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1143,1404,120,WEST 72ND STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,,,True
Columbia University,Manhattan,1029,1011,241,WEST 57TH STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
New York University,Manhattan,934,20,340,EAST 29TH STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Brooklyn,890,49,603,20TH STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,849,1286,260,PARK AVENUE SOUTH,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
Pratt Institute,Brooklyn,1947,1,65,ST JAMES PLACE,PRATT INSTITUTE,1,,,True
Pratt Institute,Brooklyn,1905,120,215,WILLOUGHBY AVENUE,PRATT INSTITUTE,1,,,False
Pratt Institute,Manhattan,609,1102,138,WEST 14TH STREET,PRATT INSTITUTE,1,,,True
New York University,Brooklyn,1017,1004,432,10TH STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,123,1185,30,PARK PLACE,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
The New School,Manhattan,1503,38,1150,PARK AVENUE,THE NEW SCHOOL,1,,,True
New York University,Brooklyn,326,4,55,TOMPKINS PLACE,NEW YORK UNIVERSITY,1,,,True
Fordham University,Bronx,3273,238,2534,HUGHES AVE,FORDHAM UNIVERSITY,2,DEED,03/12/2020,True
New York University,Brooklyn,236,1220,9,COLLEGE PLACE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1373,1459,425,MAIN STREET,NEW YORK UNIVERSITY,2,,,True
Fordham University,Bronx,3273,233,2535,BELMONT AVENUE,FORDHAM UNIVERSITY,2,DEED,04/01/2020,True
The New School,Manhattan,923,1002,301,FIRST AVENUE,THE NEW SCHOOL,2,,,True
The New School,Manhattan,923,1001,301,FIRST AVENUE,THE NEW SCHOOL,2,,,True
New York University,Manhattan,577,15,48,WEST 14TH STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1308,1205,601,LEXINGTON AVENUE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1308,1204,601,LEXINGTON AVENUE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1308,1203,601,LEXINGTON AVENUE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1308,1202,601,LEXINGTON AVENUE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1308,1201,601,LEXINGTON AVENUE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1308,1006,884,3 AVENUE,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1895,44,625,WEST 113 STREET,CHABAD RESOURCE CENTER OF COLUMBIA UNIVERSITY INC,1,,,True
New York University,Brooklyn,142,1,327,JAY STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Brooklyn,142,1102,6,METROTECH CENTER,NEW YORK UNIVERSITY,1,,,True
New York University,Brooklyn,142,1101,6,METROTECH CENTER,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,873,1103,105,EAST 17TH ST,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,873,1102,105,EAST 17TH ST,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,873,1101,105,EAST 17TH ST,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,873,10,105,EAST 17TH STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1995,44,628,WEST 125 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,DEED,02/03/2020,True
Columbia University,Manhattan,1995,40,614,WEST 125 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,DEED,02/03/2020,True
New York University,Manhattan,142,1,292,GREENWICH STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,142,1101,200,CHAMBERS STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,142,1102,200,CHAMBERS STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Brooklyn,2095,1137,230,ASHLAND PLACE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1373,1383,425,MAIN STREET,NEW YORK UNIVERSITY,2,,,True
Fordham University,Bronx,5409,470,3341,COUNTRY CLUB ROAD,FORDHAM UNIVERSITY,2,,,True
Columbia University,Brooklyn,1059,33,232,ST JOHNS PLACE,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
The New School,Manhattan,576,42,66,5 AVENUE,THE NEW SCHOOL,2,,,True
The New School,Manhattan,576,36,70,FIFTH AVENUE,THE NEW SCHOOL,2,,,True
Columbia University,Manhattan,1308,33,880,3 AVENUE,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
Fordham University,Bronx,3273,184,2540,CAMBRELENG AVENUE,FORDHAM UNIVERSITY,1,,,True
Fordham University,Bronx,3273,175,691,EAST FORDHAM ROAD,FORDHAM UNIVERSITY,1,,,True
Fordham University,Bronx,3273,75,685,EAST FORDHAM ROAD,FORDHAM UNIVERSITY,1,,,True
Columbia University,Manhattan,2124,1,530,WEST 166TH STREET,TRUSTEES OF COLUMBIA UNIVERSITY IN,2,,,True
Fordham University,Bronx,3273,252,619,EAST FORDHAM ROAD,FORDHAM UNIVERSITY,2,DEED,11/13/2019,True
The New School,Manhattan,571,1502,10,EAST 14TH STREET,THE NEW SCHOOL,1,DEED,10/24/2019,True
New York University,Brooklyn,142,50,313,JAY STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,284,1224,173,EAST BROADWAY,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,457,9,321,BOWERY,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,2124,33,554-556,WEST 168 STREET,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
Columbia University,Manhattan,2124,25,552,WEST 168 STREET,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
New York University,Manhattan,1219,1107,100,WEST 89TH STREET,"NEW YORK UNIVERSITY,",2,,,True
New York University,Manhattan,1373,1430,425,MAIN STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2094,1203,3595,BROADWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,DEED,06/28/2019,True
New York University,Queens,3000,14,84-34,DANA CT,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1896,77,610,WEST 116 STREET,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,False
Columbia University,Manhattan,1885,61,2910,BROADWAY,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,1895,32,620,WEST 113 STREET,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1895,39,410,RIVERSIDE DRIVE,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,1885,37,508,WEST 114 STREET,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,1895,72,626,WEST 114 STREET,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,1896,1,420,RIVERSIDE DRIVE,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1896,34,612,WEST 115 STREET,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1896,43,425,RIVERSIDE DRIVE,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1896,57,609,WEST 115 STREET,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,1990,35,49,CLAREMONT AVENUE,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1975,29,1220,AMSTERDAM AVENUE,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1044,1045,301,WEST 53RD STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,,,True
Columbia University,Manhattan,1961,39,1165,AMSTERDAM AVENUE,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1995,63,560,RIVERSIDE DRIVE,TRUSTEES OF COLUMBIA UNIVERSITY INTHE CITY OF NY,2,,,True
New York University,Brooklyn,1255,13,864,ST JOHNS PLACE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1992,13,606,WEST 122ND ST,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
New York University,Brooklyn,2111,1087,1,HANSON PLACE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1841,1278,455,CENTRAL PARK WEST,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,DEED,04/23/2019,True
Columbia University,Manhattan,2180,513,4469,BROADWAY,THE TRUSTEES OF COLUMBIA COUNTY UNIVERSITY IN NYC,2,,,True
New York University,Brooklyn,140,111,368,JAY STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1373,1382,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,03/06/2019,True
Columbia University,Manhattan,1931,21,215,W 125,THE TRUSTEES OF COLUMBIA UNIVERSITY IN CITY OF NY,1,,,True
New York University,Manhattan,1548,1349,305,EAST 85TH STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,DEED,01/07/2019,True
New York University,Manhattan,1308,1002,617,LEXINGTON AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1198,53,52,WEST 85TH STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY,1,DEED,11/07/2018,True
New York University,Manhattan,888,1,1,PARK AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1885,52,538,WEST 114 ST,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,1,,,False
Columbia University,Manhattan,1885,152,540,WEST 114 STREET,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,1,,,False
Columbia University,Manhattan,1867,70,430,WEST 116 STREET,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,1841,1282,455,CENTRAL PARK WEST,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,DEED,08/29/2018,True
New York University,Manhattan,1373,1507,425,MAIN STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Brooklyn,1072,48,49,MONTGOMERY PLACE,NYU SCHOOL OF LAW FACULTY RETENTION ASSISTANCE,1,,,True
New York University,Brooklyn,225,10,28,ORANGE STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,DEED,07/31/2018,True
New York University,Manhattan,16,1759,70,LITTLE WEST STREET,NEW YORK UNIVERSITY,2,,,True
The New School,Manhattan,576,41,68,5 AVENUE,THE NEW SCHOOL,1,,,False
New York University,Manhattan,936,37,545,1 AVENUE,NEW YORK UNIVERSITY,1,DEED,06/18/2018,False
New York University,Manhattan,135,1218,80,CHAMBERS STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Brooklyn,147,36,57,WILLOUGHBY STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Brooklyn,147,2,365,JAY STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Brooklyn,147,4,351,JAY STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,551,16,27,WASHINGTON SQUARE N,NEW YORK UNIVERSITY,2,DEED,06/21/2018,False
New York University,Manhattan,943,1069,330,EAST 38TH STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2094,1201,3595,BROADWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,DEED,04/26/2018,True
Columbia University,Manhattan,1867,67,420,WEST 116 STREET,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
New York University,Brooklyn,359,1001,83,WOODHULL STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1895,55,2901,BROADWAY,TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,1841,1289,455,CENTRAL PARK WEST,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
New York University,Manhattan,556,48,120,EAST 12TH   STREET,NEW YORK UNIVERSITY,2,,,False
New York University,Manhattan,546,30,31,WEST 4TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,52,1,96,TRINITY PLACE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,545,15,726,BROADWAY,NEW YORK UNIVERSITY,2,,,True
Fordham University,Bronx,3273,204,2535,CAMBRELENG AVE,FORDHAM UNIVERSITY,1,,,True
New York University,Manhattan,405,1302,525,EAST 11TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,550,6,6,WASHINGTON SQUARE N,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,550,1,1,WASHINGTON SQUARE N,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,550,5,5,WASHINGTON SQUARE N,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,550,4,4,WASHINGTON SQUARE N,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,918,1025,240,EAST 38TH   STREET,NEW YORK UNIVERSITY,1,DEED,10/05/2017,True
New York University,Manhattan,918,1007,240,EAST 38TH   STREET,NEW YORK UNIVERSITY,1,DEED,10/05/2017,True
New York University,Manhattan,918,1008,240,EAST 38TH   STREET,NEW YORK UNIVERSITY,1,DEED,10/05/2017,True
New York University,Manhattan,918,1006,240,EAST 38TH   STREET,NEW YORK UNIVERSITY,1,DEED,10/05/2017,True
New York University,Manhattan,918,1026,240,EAST 38TH   STREET,NEW YORK UNIVERSITY,1,DEED,10/05/2017,True
New York University,Brooklyn,2118,4,107,SOUTH OXFORD STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,DEED,11/01/2017,True
New York University,Manhattan,962,1070,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,962,1069,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,1,,,True
The New School,Brooklyn,171,58,321 1/2,STATE ST,THE NEW SCHOOL,1,,,True
New York University,Manhattan,863,67,178,MADISON AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,621,74,77,CHARLES STREET,NEW YORK UNIVERSITY,1,DEED,07/27/2017,True
New York University,Manhattan,1373,1392,425,MAIN STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Brooklyn,2047,7,307,BRIDGE STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,546,26,21,WEST 4TH   STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2139,210,52,HAVEN AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,1,,,False
Columbia University,Manhattan,1867,64,404,WEST 116 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,1896,51,635,WEST 115 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,2139,85,700,WEST 168 ST,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1989,50,3025,BROADWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1885,40,514,WEST 114 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,False
Columbia University,Manhattan,2139,219,78,HAVEN AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,1,,,False
New York University,Manhattan,16,1604,30,LITTLE WEST STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1993,57,140,CLAREMONT AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NY,2,,,True
Columbia University,Manhattan,1994,57,155,CLAREMONT AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NY,2,,,True
Columbia University,Manhattan,1883,18,521,WEST 111 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NY,2,,,False
Columbia University,Manhattan,1882,42,518,WEST 111 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NY,2,,,False
Columbia University,Manhattan,1994,81,549,RIVERSIDE DRIVE,THE TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NY,2,,,False
Columbia University,Manhattan,1993,1,601,WEST 122ND ST,THE TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NY,2,,,True
Columbia University,Manhattan,1993,53,150,CLAREMONT AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY CITY OF NY,2,,,False
New York University,Queens,30,1272,5-43,48TH   AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Queens,30,1220,5-43,48TH AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,604,1017,130,BARROW STREET,NEW YORK UNIVERSITY,2,,,True
The New School,Manhattan,577,19,34-42,W 14 STREET,THE NEW SCHOOL,2,DEED,01/10/2017,True
New York University,Brooklyn,5854,36,6740,4 AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,944,1089,311,EAST 38TH   STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
New York University,Manhattan,1373,1332,425,MAIN STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2094,36,3595-3599,BROADWAY,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF N.Y.,1,,,True
Columbia University,Manhattan,1373,1,40,RIVER ROAD,THE TRUSTEES OF COLUMBIA UNIVERSITY IN CITY OF NY,2,,,True
Columbia University,Manhattan,1882,61,2852,BROADWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
New York University,Manhattan,1314,1617,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1618,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1611,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,15,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1619,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1609,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1622,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1623,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1604,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1613,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1620,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1607,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1612,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1606,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1603,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1601,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1615,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1616,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1614,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1602,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1608,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1610,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1605,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1621,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1314,1624,222,EAST 41ST   STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Brooklyn,1887,11,129,VANDERBILT AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2124,39,1146,ST NICHOLAS AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Pratt Institute,Brooklyn,1909,15,131,EMERSON PLACE,PRATT INSTITUTE,1,,,True
Columbia University,Manhattan,2094,29,3589,BROADWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,DEED,07/29/2016,True
Columbia University,Manhattan,2094,32,3581,BROADWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,DEED,07/29/2016,True
New York University,Brooklyn,244,1111,134,PIERREPONT STREET,NYU SCHOOL OF LAW FOUNDATION,2,DEED,08/10/2016,True
New York University,Manhattan,524,70,181,MERCER STREET,NEW YORK UNIVERSITY,1,,,True
Pratt Institute,Manhattan,609,1101,138,WEST 14TH   STREET,PRATT INSTITUTE,1,,,True
Columbia University,Manhattan,1029,1017,241,WEST 57TH   STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
New York University,Manhattan,550,29,16,EAST 8TH   STREET,NEW YORK UNIVERSITY,1,,,False
New York University,Manhattan,1392,163,14,EAST 78TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1393,1,1,E 78TH ST,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,927,38,320,EAST 22ND   STREET,NEW YORK UNIVERSITY,1,,,False
Columbia University,Manhattan,2138,24,600,FT WASHINGTON AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
New York University,Manhattan,1344,1312,305,EAST 51ST   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,524,9,124-138,BLEECKER ST,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,533,10,543,LA GUARDIA PLACE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,535,20,,MERCER STREET,NEW YORK UNIVERSITY,2,DEED,09/03/2015,True
New York University,Manhattan,535,8020,,MERCER STREET,NEW YORK UNIVERSITY,2,DEED,09/03/2015,True
New York University,Manhattan,533,20,,MERCER STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,533,30,,MERCER STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Brooklyn,2017,39,,,NEW YORK UNIVERSITY TRUST,2,,,True
Columbia University,Manhattan,810,1,,,TRUSTEES COLUMBIA UNIV,2,,,True
The New School,Manhattan,558,37,131,EAST   12 STREET,NEW SCHOOL SOCIAL RSRCH,2,DEED,06/20/1990,True
The New School,Manhattan,575,17,66,WEST   12 STREET,NEW SCHOOL FOR ETAL,1,,,True
New York University,Manhattan,962,1034,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1011,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1013,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1088,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1090,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1052,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1003,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1027,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1043,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1049,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1023,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1101,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1102,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1061,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1001,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1083,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1021,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1058,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1074,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1009,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1092,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1076,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1075,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1017,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1055,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1010,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1086,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1008,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1044,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1016,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1062,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
