school,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,NAME,PARTY TYPE,DOC. TYPE,DOC. DATE,is_new
New York University,Bronx,3221,37,,,NEW YORK UNIVERSITY,1,DEED,07/30/1973,True
Columbia University,Manhattan,1891,42,,,TRUSTEES/COLUMBIA UNIVERSITY IN THE CITY/NEW YORK,2,,,True
New York University,Manhattan,1373,1379,425,MAIN STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,173,1004,66,LEONARD STREET,NEW YORK UNIVERSITY,1,,,True
The New School,Manhattan,870,1112,10,UNION SQUARE EAST,NEW SCHOOL SOCIAL RESRCH,2,,,True
New York University,Manhattan,1373,1476,425,MAIN STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1893,1135,610,CATHEDRAL PARKWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Fordham University,Bronx,3273,102,401,EAST FORDHAM ROAD,FORDHAM UNIVERSITY,1,,,True
Pratt Institute,Brooklyn,1918,100,,,PRATT INSTITUTE,2,DEED,04/10/1984,True
Pratt Institute,Brooklyn,1918,50,,,PRATT INSTITUTE,2,DEED,04/10/1984,True
Pratt Institute,Brooklyn,1918,1,,,PRATT INSTITUTE,2,DEED,04/10/1984,True
Pratt Institute,Brooklyn,1919,2,,,PRATT INSTITUTE,2,DEED,04/10/1984,True
New York University,Manhattan,1377,5,,,NEW YORK UNIVERSITY,1,,,True
New York University,Queens,6609,60,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Brooklyn,1276,1003,1229,PRESIDENT STREET,CHABAD RESOURCE CENTER OF COLUMBIA UNIVERSITY INC,2,,,True
Columbia University,Queens,11553,45,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
Columbia University,Manhattan,2050,65,,,COLUMBIA UNIV NYC TR,2,,,True
Columbia University,Manhattan,1896,9,,,COLUMBIA UNIV IN NYCTR,1,,,True
Columbia University,Manhattan,1896,36,,,COLUMBIA UNIV IN NYCTR,1,,,True
Pratt Institute,Manhattan,866,39,,,PRATT INSTITUTE,1,DEED,,True
Columbia University,Manhattan,1896,38,,WEST 114 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN,1,,,True
Columbia University,Manhattan,1896,9009,611,WEST 114 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN,1,,,True
Pratt Institute,Manhattan,886,23,164,LEXINGTON AVENUE,PRATT INSTITUTE,1,,,True
Pratt Institute,Manhattan,886,21,160,LEXINGTON AVENUE,PRATT INSTITUTE,1,,,True
Pratt Institute,Manhattan,886,18,,,PRATT INSTITUTE,1,,,True
Columbia University,Bronx,5762,494,,,COLUMBIA UNIVERSITYIN NYC/TRUSTEES,1,,,True
The New School,Manhattan,1215,53,150,WEST   85 STREET,NEW SCHOOL FOR SOCIAL RESEARCH,1,,,True
New York University,Manhattan,397,1105,240,EAST HOUSTON STREET,NEW YORK UNIVERSITY SCHOLL OF LAW FOUNDATION,1,,,True
Columbia University,Manhattan,1997,27,603-7,WEST 130TH STREET,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,2,DEED COR,02/15/2006,True
Columbia University,Manhattan,1258,42,,,COLUMBIA UNIVERSITYCLUB,1,DEED,,True
Columbia University,Manhattan,2123,68,2142,AMSTERDAM AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED COR,05/05/1986,True
New York University,Manhattan,1373,1380,425,MAIN STREET,NEW YORK UNIVERSITY,2,DEED,05/31/2007,True
The New School,Manhattan,571,1501,10,EAST 14 STREET,THE NEW SCHOOL,1,,,True
Columbia University,Manhattan,1882,8,,,COLUMBIA UNIV CITY NY TR,1,,,True
New York University,Manhattan,632,1111,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Queens,7822,32,,,TRUSTEES OF COLUMBIA UNIVERSITY IN NYC,2,,,True
Columbia University,Manhattan,1895,27,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Columbia University,Manhattan,1883,1154,,,COLUMBIA UNIVERSITYTRUSTEE/,1,,,True
Columbia University,Manhattan,1843,61,975,COLUMBUS AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,DEED,07/01/2009,False
New York University,Manhattan,540,22,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,540,21,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,540,17,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,540,20,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,540,16,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1373,1450,425,MAIN STREET,NEW YORK UNIVERSITY,2,DEED,05/31/2007,True
Columbia University,Queens,3197,37,,,COLUMBIA UNIVERSITY TRUSTEES OF,2,,,True
Columbia University,Manhattan,1885,1002,,,TRUSTEES/COLUMBIA UNIVERSITY INTHE CITY/NEW YORK,1,DEED,05/10/2001,True
Columbia University,Manhattan,1950,14,,,"COLUMBIA UNIVERSITYHEALTH CARE, INC.",1,,,True
Columbia University,Manhattan,1950,55,,,"COLUMBIA UNIVERSITYHEALTH CARE, INC.",1,,,True
Columbia University,Manhattan,1997,44,614,WEST 131 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,09/05/2012,True
Columbia University,Manhattan,1996,21,613,WEST 129 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,49,624,WEST 131 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1996,16,633,WEST 125 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,6,641,WEST 130 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,14,625,WEST 130 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,34,3251,BROADWAY (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,18,617,WEST 130 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,40,604,WEST 131 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,9,631,WEST 130 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,48,622,WEST 131 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,17,623,WEST 130 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1996,18,627,WEST 129 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1997,47,620,WEST 131 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Manhattan,1996,20,623,WEST 129 STREET (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,03/14/2012,True
Columbia University,Bronx,5821,2810,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,2,,,True
Columbia University,Manhattan,628,4,10,9 AVENUE,COLUMBIA UNIVERSITYETAL,2,,,True
Columbia University,Manhattan,628,12,,,COLUMBIA UNIVERSITYETAL,2,,,True
Columbia University,Manhattan,835,41,,,COLUMBIA UNIVERSITYFBO,2,,,True
St. John's University,Queens,6715,36,147-06,UNION TURNPIKE,"ST JOHN'S UNIVERSITY, NEW YORK",2,DEEDO,08/10/2005,False
Columbia University,Manhattan,1231,1089,,,COLUMBIA UNIVERSITYIN THE CITY OF N.Y.,1,,,True
Pratt Institute,Brooklyn,1924,14,257,CLASSON AVENUE,PRATT INSTITUTE,1,,,True
New York University,Manhattan,1373,1403,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,10/03/2007,True
The New School,Manhattan,850,1337,280,PARK AVENUE SOUTH,NEW SCHOOL FOR ETAL,2,,,True
Columbia University,Manhattan,1995,53,558,RIVERSIDE DRIVE,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE,2,DEED,11/10/2009,True
Fordham University,Manhattan,1375,46,,,FORDHAM UNIVERSITY,1,,,True
Columbia University,Manhattan,1875,10,2701,BROADWAY,COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Manhattan,1875,53,2709,BROADWAY,COLUMBIA UNIV CITY OF NY,1,,,True
New York University,Manhattan,537,30,,,NEW YORK UNIVERSITY,1,DEED,,True
Columbia University,Bronx,5922,122,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,2,DEED,09/09/1966,True
New York University,Manhattan,1373,1487,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,09/01/2007,True
New York University,Manhattan,918,1017,240,EAST 38TH   STREET,NEW YORK UNIVERSITY,2,DEED,12/21/2011,True
Fordham University,Bronx,3273,318,,,FORDHAM UNIVERSITY,1,DEED,08/16/1974,True
Columbia University,Manhattan,1410,33,,,COLUMBIA UNIV CTY NYTR,2,,,True
Columbia University,Queens,3223,39,94-07,71 AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,2141,17,4070-076,BROADWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
New York University,Manhattan,550,26,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,550,3,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,550,2,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Bronx,5921,264,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,DEED,04/15/1981,True
Columbia University,Bronx,5921,255,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,DEED,04/15/1981,True
Columbia University,Bronx,5922,255,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,DEED,04/15/1981,True
Columbia University,Bronx,5922,121,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,DEED,04/15/1981,True
Columbia University,Bronx,5921,121,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,DEED,04/15/1981,True
Columbia University,Bronx,5921,670,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,DEED,04/15/1981,True
Columbia University,Bronx,5921,122,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,DEED,04/15/1981,True
Columbia University,Bronx,5922,670,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,DEED,04/15/1981,True
Columbia University,Manhattan,1237,1106,,,COLUMBIA UNIVERSITYIN THE CITY OF N.Y.,1,,,True
New York University,Manhattan,931,26,,,NEW YORK UNIVERSITY,2,DEED,,True
Fordham University,Bronx,3273,321,,,FORDHAM UNIVERSITY,2,DEED,01/27/1967,True
Columbia University,Manhattan,1158,1567,200,WEST END AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,1,,,True
New York University,Manhattan,541,8001,40,WASHINGTON SQUARE S,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1961,31,,,COLUMBIA UNIV NYC TRSTS,1,,,True
Columbia University,Manhattan,1961,61,,,COLUMBIA UNIV NYC TRSTS,1,,,True
Columbia University,Manhattan,1961,44,,,COLUMBIA UNIV NYC TRSTS,1,,,True
Columbia University,Manhattan,1961,26,,,COLUMBIA UNIV NYC TRSTS,1,,,True
Columbia University,Manhattan,2124,17,,,COLUMBIA UNIVERSITYIN THE CITY/NEW YORK TRUSTEES/,1,,,True
Columbia University,Manhattan,2124,21,,,COLUMBIA UNIVERSITYIN THE CITY/NEW YORK TRUSTEES/,1,,,True
New York University,Manhattan,547,20,15,WASHINGTON PLACE,NEW YORK UNIVERSITY,2,,,False
New York University,Manhattan,546,31,4,WASHINGTON PLACE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1115,1181,25,CENTRAL PARK WEST,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
Columbia University,Manhattan,1884,154,,,COLUMBIA UNIV IN NYCTR,2,,,True
Fordham University,Bronx,3273,236,,,FORDHAM UNIVERSITY,2,DEED,01/31/2001,True
New York University,Manhattan,1373,1483,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,09/12/2007,True
Columbia University,Manhattan,1019,49,,,COLUMBIA UNIVERSITYIN,2,,,True
Columbia University,Manhattan,2180,87,,,COLUMBIA UNIVERSITYIN,2,,,True
Columbia University,Manhattan,1332,37,,,COLUMBIA UNIVERSITYIN,2,,,True
Columbia University,Manhattan,1019,24,,,COLUMBIA UNIVERSITYIN,2,,,True
Columbia University,Manhattan,1019,41,,,COLUMBIA UNIVERSITYIN,2,,,True
Columbia University,Manhattan,1019,46,,,COLUMBIA UNIVERSITYIN,2,,,True
Columbia University,Manhattan,2139,275,,,COLUMBIA UNIV CNY TRUSTE,2,DEED,,False
New York University,Manhattan,535,49,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,535,52,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,535,43,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,535,57,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,535,56,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,535,55,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,535,50,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,535,47,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,535,48,,,NEW YORK UNIVERSITY,1,DEED,,True
The New School,Manhattan,1171,1236,,,NEW SCHOOL UNIVERSITY,2,,,True
Columbia University,Queens,255,23,,,TRUSTEES OF COLUMBIA UNIVERSTIY IN THE CITY OF NEW,1,,,True
New York University,Manhattan,1373,1369,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,09/10/2007,True
New York University,Manhattan,540,24,230,SULLIVAN STREET,NEW YORK UNIVERSITY,2,DEED,05/16/1983,True
Columbia University,Brooklyn,5210,17,,,TRUSTEES OF COLUMBIA UNIVERSITY CITY NY,1,,,True
Columbia University,Manhattan,1115,1501,61,WEST 62ND STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Pratt Institute,Brooklyn,1905,1002,524,MYRTLE AVENUE,PRATT INSTITUTE,1,DEED,11/09/2011,True
Columbia University,Manhattan,37,23,,,COLUMBIA UNIVERSITYNYC,2,,,True
Columbia University,Bronx,5709,19,3050,CORLEAR AVENUE,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
New York University,Brooklyn,2316,1,1,NORTH    7 STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Brooklyn,2308,1,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1373,1460,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,12/22/2011,True
New York University,Manhattan,1373,1471,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,09/12/2012,True
Pratt Institute,Brooklyn,1918,51,,HALL STREET,PRATT INSTITUTE,1,DEED,05/12/1983,True
Pratt Institute,Brooklyn,1918,18,265,WASHINGTON AVENUE,PRATT INSTITUTE,1,DEED,05/12/1983,True
Columbia University,Manhattan,1895,75,,,COLUMBIA UNIV IN NYCTR,1,,,True
Columbia University,Manhattan,1895,78,,,COLUMBIA UNIV IN NYCTR,1,,,False
New York University,Manhattan,1889,1267,845,WEST END AVENUE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,DEED,02/27/2012,True
Columbia University,Manhattan,1158,1609,200,WEST END AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,1,,,True
Columbia University,Manhattan,2120,33,2042,AMSTERDAM AVENUE,COLUMBIA UNIV CNY TRTEES,1,,,True
Columbia University,Manhattan,1895,1,,,COLUMBIA UNIV CITY NY T,2,,,True
Columbia University,Manhattan,1896,87,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Columbia University,Bronx,5923,1057,4455,DOUGLAS AVENUE,COLUMBIA UNIVERSITY/TR,1,,,True
New York University,Manhattan,936,4222,330,EAST   33 STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1875,42,220-222,WEST 104TH STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1875,18,213-223,WEST 103RD STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
The New School,Manhattan,575,72,,,NEW SCHOOL SOCIAL RESRCH,2,DEED,,True
Columbia University,Manhattan,1216,1234,160,W. 86TH ST,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,,,True
Fordham University,Bronx,3273,243,,,FORDHAM UNIVERSITY,2,,,True
New York University,Manhattan,524,1,501,LA GUARDIA PLACE,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,602,1074,1,MORTON SQUARE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
Columbia University,Manhattan,1497,48,60,EAST 86TH   STREET,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,,,True
New York University,Manhattan,573,18,48,WEST 10TH STREET,NYU SCHOOL OF LAW RECRUITMENT ASSISTANCE CORP.,2,DEED,10/29/2004,True
New York University,Manhattan,51,15,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,531,1006,692,BROADWAY,NEW YORK UNIVERSITY,1,,,True
St. John's University,Queens,6715,34,147-10,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,True
New York University,Manhattan,230,1304,15,MERCER STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,,,True
New York University,Manhattan,1373,1364,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,01/14/2013,True
New York University,Manhattan,541,31,89,WEST 3 STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,541,1002,245,SULLIVAN ST,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,541,1001,245,SULLIVAN ST,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1373,1435,425,MAIN STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1937,43,224,WEST 132 STREET,"THE TRUSTEES OF COLUMBIA UNIV, IN THE CITY OF NY",2,,,True
New York University,Queens,7761,150,222-10,77 AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1364,5,,,COLUMBIA UNIV NYC TRUSTE,2,,,True
Fordham University,Bronx,3273,265,585,EAST FORDHAM ROAD,FORDHAM UNIVERSITY,2,DEED,04/23/2009,True
Columbia University,Manhattan,1871,1134,2628,BROADWAY,THE TRUSTEES OF THE COLUMBIA UNIVERTY IN THE CITY,2,,,True
Pratt Institute,Brooklyn,1905,1001,524,MYRTLE AVENUE,PRATT INSTITUTE,1,DEED,11/09/2011,True
Columbia University,Manhattan,35,32,,,COLUMBIA UNIV IN NYC,2,DEED,,True
St. John's University,Brooklyn,271,1,,,ST JOHNS UNIVERSITY NY,1,,,True
St. John's University,Brooklyn,271,47,,,ST JOHNS UNIVERSITY NY,1,,,True
New York University,Manhattan,1377,1104,1,EAST   62 STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1883,1170,,,COLUMBIA UNIVERSITYIN THE CITY OF NEW YORK TRUSTE,1,,,True
Columbia University,Manhattan,1884,10,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
New York University,Manhattan,1373,1488,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,08/28/2007,True
Columbia University,Manhattan,1942,146,228,WEST 137 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN CITY OF NY,1,,,True
New York University,Queens,1461,29,35-48,88 STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,525,45,,,NEW YORK UNIVERSITY,2,DEED,,True
New York University,Manhattan,525,46,,,NEW YORK UNIVERSITY,2,DEED,,True
New York University,Brooklyn,286,1401,175,PACIFIC ST,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,DEED,09/28/2006,True
New York University,Manhattan,1373,1457,425,MAIN STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1997,30,3247,BROADWAY,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,2,DEED COR,09/22/2008,True
Columbia University,Manhattan,816,5,,,COLUMBIA UNIV NYC TRUSTS,1,,,True
Columbia University,Manhattan,816,4,,,COLUMBIA UNIV NYC TRUSTS,1,,,True
Columbia University,Manhattan,816,1,,,COLUMBIA UNIV NYC TRUSTS,1,,,True
Columbia University,Manhattan,816,6,,,COLUMBIA UNIV NYC TRUSTS,1,,,True
Fordham University,Bronx,3273,638,,,FORDHAM UNIVERSITY,2,DEED,05/31/2001,True
Columbia University,Manhattan,2138,95,617,WEST 168 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,False
Columbia University,Manhattan,2124,43,3940,BROADWAY,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Columbia University,Manhattan,1885,1001,,,TRUSTEES/COLUMBIA UNIVERSITY INTHE CITY/NEW YORK,1,,,True
Columbia University,Manhattan,1341,33,,,COLUMBIA UNIV CITY NY TR,1,DEED,,True
New York University,Manhattan,1171,4357,60,RIVERSIDE BOULEVARD,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,,,True
Columbia University,Manhattan,1132,1133,,,COLUMBIA UNIVERSITYCITY NEW YORK TRUSTEES/,2,,,True
The New School,Manhattan,571,27,,EAST 12TH   STREET,THE NEW SCHOOL,2,DEED,11/01/2007,True
New York University,Manhattan,537,17,68,WEST    3 STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1885,20,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
The New School,Manhattan,1012,29,560,7 AVENUE,THE NEW SCHOOL,1,DEED,04/03/2014,True
Fordham University,Bronx,3273,343,,,FORDHAM UNIVERSITY,2,DEED,04/01/1970,True
Columbia University,Manhattan,1997,56,638,WEST 131 STREET,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,DEED,12/15/2004,True
Columbia University,Manhattan,1993,43,,,COLUMBIA UNIV CITY NY TR,2,,,True
New York University,Manhattan,996,21,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,546,3,,,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1291,51,,,COLUMBIA UNIVRSTY NYC TR,2,,,True
New York University,Manhattan,642,1157,99,JANE STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,DEED,04/18/2007,True
Columbia University,Manhattan,2255,2000,269,DYCKMAN STREET,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,DEED,06/06/2014,True
New York University,Brooklyn,1103,56,455,15 STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,,,True
Columbia University,Manhattan,2074,32,1664,AMSTERDAM AVENUE,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,2,,,True
Columbia University,Manhattan,1963,30,1235,AMSTERDAM AVENUE,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
Columbia University,Manhattan,1884,61,2890,BROADWAY,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,False
Columbia University,Manhattan,1883,42,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
New York University,Manhattan,790,1103,,,NEW YORK UNIVERSITY,2,DEED,01/04/2002,True
New York University,Manhattan,594,1393,505,GREENWICH STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,DEED,05/20/2008,True
Columbia University,Manhattan,1875,40,216,WEST 104TH ST.,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
Columbia University,Manhattan,1875,41,218,WEST 104TH ST.,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,,,True
New York University,Manhattan,939,38,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1997,52,630-634,W 131ST STREET,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,DEEDO,03/28/2006,True
New York University,Manhattan,939,1001,303,EAST 33RD   STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1501,20,,,COLUMBIA UNIV TRUSTENYC,1,,,True
Columbia University,Manhattan,1896,55,,,COLUMBIA UNIV CITY NY TR,2,DEED,,False
New York University,Manhattan,546,15,,,NEW YORK UNIVERSITY,1,,,False
New York University,Manhattan,546,20,,,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1996,29,3221,BROADWAY,TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NEW YORK,1,,,True
Columbia University,Manhattan,1996,36,3233,BROADWAY,TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NEW YORK,1,,,True
Columbia University,Manhattan,1996,34,3229,BROADWAY,TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NEW YORK,1,,,True
Columbia University,Manhattan,1996,15,635,WEST 125 STREET,TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NEW YORK,1,,,True
Columbia University,Brooklyn,966,51,,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,DEED,10/25/1978,True
The New School,Brooklyn,963,80,173,GARFIELD PLACE,NEW SCHOOL FOR SOCIAL RE,2,,,True
The New School,Manhattan,1012,32,,,NEW SCHOOL UNIVERSITY,2,,,True
New York University,Manhattan,99999,1,,,NEW YORK UNIVERSITY,1,,,True
Columbia University,Queens,2488,33,73-52,52 DRIVE,COLUMBIA UNIV(TRUSTEES),2,,,True
New York University,Manhattan,931,24,433,FIRST AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,860,12,15,EAST 30TH STREET,THE TRUSTEE OF COLUMBIA UNIVERSITY IN THE CITY OF,1,,,True
New York University,Manhattan,1373,1456,425,MAIN STREET,NEW YORK UNIVERSITY,2,DEED,07/16/2007,True
Columbia University,Manhattan,1865,40,1021,AMSTERDAM  AVENUE,"TRUSTEES OF COLUMBIA UNIVERSITY , CITY OF NEW YORK",1,,,True
Columbia University,Manhattan,1865,10,1021,AMSTERDAM AVENUE,"TRUSTEES OF COLUMBIA UNIVERSITY , CITY OF NEW YORK",1,,,True
Columbia University,Manhattan,1865,8010,1021,AMSTERDAM AVENUE,"TRUSTEES OF COLUMBIA UNIVERSITY , CITY OF NEW YORK",1,,,True
Columbia University,Manhattan,1865,20,1021,AMSTERDAM AVENUE,"TRUSTEES OF COLUMBIA UNIVERSITY , CITY OF NEW YORK",1,,,True
Columbia University,Manhattan,1865,30,1021,AMSTERDAM AVENUE,"TRUSTEES OF COLUMBIA UNIVERSITY , CITY OF NEW YORK",1,,,True
Columbia University,Manhattan,1895,23,,,COLUMBIA UNIV CITY NY,1,,,False
Fordham University,Manhattan,1133,11,,,FORDHAM UNIVERSITY,1,DEED,,True
