parcel_key,corporationname,building_address,boro,block,lot,property_type
3-390-58,NEW YORK UNIVERSITY,"291 WARREN STREET, Brooklyn, NY",BROOKLYN,390,58,D2
3-1159-70,NEW YORK UNIVERSITY,"311 PARK PLACE, Brooklyn, NY",BROOKLYN,1159,70,D3
1-734-1031,NEW YORK UNIVERSITY,"448 WEST 37TH STREET, Manhattan, NY",MANHATTAN,734,1031,SC
1-608-29,THE NEW SCHOOL,"118 WEST 13TH STREET, Manhattan, NY",MANHATTAN,608,29,CR
1-460-1,NEW YORK UNIVERSITY,"1 COOPER SQUARE, Manhattan, NY",MANHATTAN,460,1,OT
1-538-1001,NEW YORK UNIVERSITY,"58 WASHINGTON SQUARE S, Manhattan, NY",MANHATTAN,538,1001,IB
1-1258-21,NEW YORK UNIVERSITY,"11 WEST 42ND STREET, Manhattan, NY",MANHATTAN,1258,21,CR
1-2244-100,COLUMBIA UNIVERSITY,"5141 BROADWAY, Manhattan, NY",MANHATTAN,2244,100,CR
1-547-26,NEW YORK UNIVERSITY,"3 WASHINGTON PLACE, Manhattan, NY",MANHATTAN,547,26,OT
1-547-19,NEW YORK UNIVERSITY,"7 WASHINGTON PLACE, Manhattan, NY",MANHATTAN,547,19,OT
1-2139-229,COLUMBIA UNIVERSITY,"104 HAVEN AVENUE, Manhattan, NY",MANHATTAN,2139,229,OT
1-900-1117,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1117,SC
1-900-1114,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1114,SC
1-900-1106,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1106,SC
1-900-1112,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1112,SC
1-900-1104,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1104,SC
1-900-1120,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1120,SC
1-900-1101,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1101,SC
1-900-1098,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1098,SC
2-4454-48,NEW YORK UNIVERSITY,"2413 HERING AVENUE, Bronx, NY",BRONX,4454,48,D1
1-2094-1204,COLUMBIA UNIVERSITY,"3599 BROADWAY, Manhattan, NY",MANHATTAN,2094,1204,OT
3-5029-42,NEW YORK UNIVERSITY,"258 LINCOLN ROAD, Brooklyn, NY",BROOKLYN,5029,42,D1
1-2123-86,COLUMBIA UNIVERSITY,"514 WEST 168 STREET, Manhattan, NY",MANHATTAN,2123,86,CR
1-1581-5,NEW YORK UNIVERSITY,"505 EAST 84TH STREET, Manhattan, NY",MANHATTAN,1581,5,D1
1-1849-1108,NEW YORK UNIVERSITY,"18 MORNINGSIDE AVENUE, Manhattan, NY",MANHATTAN,1849,1108,SC
1-551-7,NEW YORK UNIVERSITY,"19 WASHINGTON SQUARE N, Manhattan, NY",MANHATTAN,551,7,OT
1-551-1,NEW YORK UNIVERSITY,"2 FIFTH AVENUE, Manhattan, NY",MANHATTAN,551,1,SP
1-1995-26,COLUMBIA UNIVERSITY,"3191 BROADWAY, Manhattan, NY",MANHATTAN,1995,26,VN
1-843-45,THE NEW SCHOOL,"79 5 AVENUE, Manhattan, NY",MANHATTAN,843,45,CR
1-545-6,NEW YORK UNIVERSITY,"708 BROADWAY, Manhattan, NY",MANHATTAN,545,6,OT
1-888-1315,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1315,CC
1-888-1313,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1313,CC
1-888-1314,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1314,CC
1-888-1312,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1312,CC
1-888-1311,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1311,CC
1-888-1310,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1310,CC
1-888-1309,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1309,CC
1-888-1308,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1308,CC
1-888-1307,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1307,CC
1-888-1306,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1306,CC
1-888-1305,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1305,CC
1-888-1304,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1304,CC
1-888-1303,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1303,CC
1-888-1302,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1302,CC
1-888-1301,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1301,CC
1-1143-1404,COLUMBIA UNIVERSITY,"120 WEST 72ND STREET, Manhattan, NY",MANHATTAN,1143,1404,SC
1-1029-1011,COLUMBIA UNIVERSITY,"241 WEST 57TH STREET, Manhattan, NY",MANHATTAN,1029,1011,CC
1-934-20,NEW YORK UNIVERSITY,"340 EAST 29TH STREET, Manhattan, NY",MANHATTAN,934,20,AP
3-890-49,NEW YORK UNIVERSITY,"603 20TH STREET, Brooklyn, NY",BROOKLYN,890,49,D2
1-849-1286,NEW YORK UNIVERSITY,"260 PARK AVE, Manhattan, NY",MANHATTAN,849,1286,SC
3-1947-1,PRATT INSTITUTE,"65 ST JAMES PLACE, Brooklyn, NY",BROOKLYN,1947,1,OT
1-609-1102,PRATT INSTITUTE,"138 WEST 14TH STREET, Manhattan, NY",MANHATTAN,609,1102,CC
3-1017-1004,NEW YORK UNIVERSITY,"432 10TH STREET, Brooklyn, NY",BROOKLYN,1017,1004,SC
1-123-1185,COLUMBIA UNIVERSITY,"30 PARK PLACE, Manhattan, NY",MANHATTAN,123,1185,SC
1-1503-38,THE NEW SCHOOL,"1150 PARK AVENUE, Manhattan, NY",MANHATTAN,1503,38,SP
3-326-4,NEW YORK UNIVERSITY,"55 TOMPKINS PLACE, Brooklyn, NY",BROOKLYN,326,4,D2
2-3273-238,FORDHAM UNIVERSITY,"2534 HUGHES AVE, Bronx, NY",BRONX,3273,238,D1
3-236-1220,NEW YORK UNIVERSITY,"9 COLLEGE PLACE, Brooklyn, NY",BROOKLYN,236,1220,SC
2-3273-233,FORDHAM UNIVERSITY,"2535 BELMONT AVENUE, Bronx, NY",BRONX,3273,233,D3
1-923-1002,THE NEW SCHOOL,"301 FIRST AVENUE, Manhattan, NY",MANHATTAN,923,1002,CC
1-923-1001,THE NEW SCHOOL,"301 FIRST AVENUE, Manhattan, NY",MANHATTAN,923,1001,PS
1-577-15,NEW YORK UNIVERSITY,"48 WEST 14 STREET, Manhattan, NY",MANHATTAN,577,15,OT
1-1308-1205,NEW YORK UNIVERSITY,"601 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1308,1205,CR
1-1308-1204,NEW YORK UNIVERSITY,"601 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1308,1204,CR
1-1308-1203,NEW YORK UNIVERSITY,"601 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1308,1203,CR
1-1308-1202,NEW YORK UNIVERSITY,"601 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1308,1202,CR
1-1308-1201,NEW YORK UNIVERSITY,"601 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1308,1201,CR
1-1308-1006,NEW YORK UNIVERSITY,"601 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1308,1006,CC
1-1895-44,COLUMBIA UNIVERSITY,"625 WEST 113 STREET, Manhattan, NY",MANHATTAN,1895,44,OT
3-142-1,NEW YORK UNIVERSITY,"327 JAY STREET, Brooklyn, NY",BROOKLYN,142,1,OT
3-142-1102,NEW YORK UNIVERSITY,"6 METROTECH CENTER, Brooklyn, NY",BROOKLYN,142,1102,CC
3-142-1101,NEW YORK UNIVERSITY,"6 METROTECH CENTER, Brooklyn, NY",BROOKLYN,142,1101,CC
1-873-1103,NEW YORK UNIVERSITY,"105 EAST 17TH ST, Manhattan, NY",MANHATTAN,873,1103,CR
1-873-1102,NEW YORK UNIVERSITY,"105 EAST 17TH ST, Manhattan, NY",MANHATTAN,873,1102,CR
1-873-1101,NEW YORK UNIVERSITY,"105 EAST 17TH ST, Manhattan, NY",MANHATTAN,873,1101,CR
1-873-10,NEW YORK UNIVERSITY,"105 EAST 17TH STREET, Manhattan, NY",MANHATTAN,873,10,OF
1-1995-44,COLUMBIA UNIVERSITY,"628 WEST 125 STREET, Manhattan, NY",MANHATTAN,1995,44,OT
1-1995-40,COLUMBIA UNIVERSITY,"614 WEST 125 STREET, Manhattan, NY",MANHATTAN,1995,40,CR
1-142-1,NEW YORK UNIVERSITY,"292 GREENWICH STREET, Manhattan, NY",MANHATTAN,142,1,OT
1-142-1101,NEW YORK UNIVERSITY,"200 CHAMBERS STREET, Manhattan, NY",MANHATTAN,142,1101,PS
1-142-1102,NEW YORK UNIVERSITY,"200 CHAMBERS STREET, Manhattan, NY",MANHATTAN,142,1102,CR
3-2095-1137,NEW YORK UNIVERSITY,"230 ASHLAND PLACE, Brooklyn, NY",BROOKLYN,2095,1137,SC
2-5409-470,FORDHAM UNIVERSITY,"3341 COUNTRY CLUB ROAD, Bronx, NY",BRONX,5409,470,CR
3-1059-33,COLUMBIA UNIVERSITY,"232 ST JOHNS PLACE, Brooklyn, NY",BROOKLYN,1059,33,D2
1-576-42,THE NEW SCHOOL,"66 5 AVENUE, Manhattan, NY",MANHATTAN,576,42,OT
1-576-36,THE NEW SCHOOL,"2 WEST 13TH STREET, Manhattan, NY",MANHATTAN,576,36,OT
1-1308-33,COLUMBIA UNIVERSITY,"880 3 AVENUE, Manhattan, NY",MANHATTAN,1308,33,CR
2-3273-184,FORDHAM UNIVERSITY,"2540 CAMBRELENG AVENUE, Bronx, NY",BRONX,3273,184,CR
2-3273-175,FORDHAM UNIVERSITY,"691 EAST FORDHAM ROAD, Bronx, NY",BRONX,3273,175,CR
2-3273-75,FORDHAM UNIVERSITY,"685 EAST FORDHAM ROAD, Bronx, NY",BRONX,3273,75,CR
1-2124-1,COLUMBIA UNIVERSITY,"530 WEST 166TH STREET, Manhattan, NY",MANHATTAN,2124,1,CR
2-3273-252,FORDHAM UNIVERSITY,"619 EAST FORDHAM ROAD, Bronx, NY",BRONX,3273,252,CR
1-571-1502,THE NEW SCHOOL,"10 EAST 14TH STREET, Manhattan, NY",MANHATTAN,571,1502,SC
3-142-50,NEW YORK UNIVERSITY,"313 JAY STREET, Brooklyn, NY",BROOKLYN,142,50,OT
1-284-1224,NEW YORK UNIVERSITY,"173 EAST BROADWAY, Manhattan, NY",MANHATTAN,284,1224,SC
1-457-9,NEW YORK UNIVERSITY,"1 EAST 2ND STREET, Manhattan, NY",MANHATTAN,457,9,CR
1-2124-33,COLUMBIA UNIVERSITY,"554-556 WEST 168 STREET, Manhattan, NY",MANHATTAN,2124,33,OT
1-2124-25,COLUMBIA UNIVERSITY,"552 WEST 168 STREET, Manhattan, NY",MANHATTAN,2124,25,OT
1-1219-1107,NEW YORK UNIVERSITY,"100 WEST 89TH STREET, Manhattan, NY",MANHATTAN,1219,1107,SC
1-2094-1203,COLUMBIA UNIVERSITY,"600 WEST 148TH ST, Manhattan, NY",MANHATTAN,2094,1203,SP
4-3000-14,NEW YORK UNIVERSITY,"84-34 DANA CT, Queens, NY",QUEENS,3000,14,D1
1-1895-32,COLUMBIA UNIVERSITY,"620 WEST 113 STREET, Manhattan, NY",MANHATTAN,1895,32,OT
1-1896-1,COLUMBIA UNIVERSITY,"420 RIVERSIDE DRIVE, Manhattan, NY",MANHATTAN,1896,1,SP
1-1896-34,COLUMBIA UNIVERSITY,"612 WEST 115 STREET, Manhattan, NY",MANHATTAN,1896,34,OT
1-1896-43,COLUMBIA UNIVERSITY,"425 RIVERSIDE DR, Manhattan, NY",MANHATTAN,1896,43,AP
1-1990-35,COLUMBIA UNIVERSITY,"49 CLAREMONT AVENUE, Manhattan, NY",MANHATTAN,1990,35,OT
1-1975-29,COLUMBIA UNIVERSITY,"1220 AMSTERDAM AVENUE, Manhattan, NY",MANHATTAN,1975,29,OT
1-1044-1045,COLUMBIA UNIVERSITY,"301 WEST 53RD STREET, Manhattan, NY",MANHATTAN,1044,1045,SC
1-1961-39,COLUMBIA UNIVERSITY,"1165 AMSTERDAM AVENUE, Manhattan, NY",MANHATTAN,1961,39,OT
1-1995-63,COLUMBIA UNIVERSITY,"560 RIVERSIDE DRIVE, Manhattan, NY",MANHATTAN,1995,63,OT
3-1255-13,NEW YORK UNIVERSITY,"864 ST JOHNS PLACE, Brooklyn, NY",BROOKLYN,1255,13,D2
1-1992-13,COLUMBIA UNIVERSITY,"3041 BROADWAY, Manhattan, NY",MANHATTAN,1992,13,OT
3-2111-1087,NEW YORK UNIVERSITY,"1 HANSON PLACE, Brooklyn, NY",BROOKLYN,2111,1087,SC
1-1841-1278,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1278,SC
1-2180-513,COLUMBIA UNIVERSITY,"4469 BROADWAY, Manhattan, NY",MANHATTAN,2180,513,CR
3-140-111,NEW YORK UNIVERSITY,"368 JAY STREET, Brooklyn, NY",BROOKLYN,140,111,CR
1-1931-21,COLUMBIA UNIVERSITY,"215 W 125, Manhattan, NY",MANHATTAN,1931,21,OF
1-1548-1349,NEW YORK UNIVERSITY,"305 EAST 85TH STREET, Manhattan, NY",MANHATTAN,1548,1349,SC
1-1308-1002,NEW YORK UNIVERSITY,"601-635 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1308,1002,CC
1-1198-53,COLUMBIA UNIVERSITY,"52 WEST 85TH STREET, Manhattan, NY",MANHATTAN,1198,53,OT
1-888-1,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1,OF
1-1841-1282,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1282,SC
3-1072-48,NEW YORK UNIVERSITY,"49 MONTGOMERY PLACE, Brooklyn, NY",BROOKLYN,1072,48,D2
3-225-10,NEW YORK UNIVERSITY,"28 ORANGE STREET, Brooklyn, NY",BROOKLYN,225,10,D1
1-16-1759,NEW YORK UNIVERSITY,"70 LITTLE WEST STREET, Manhattan, NY",MANHATTAN,16,1759,SC
1-135-1218,NEW YORK UNIVERSITY,"80 CHAMBERS STREET, Manhattan, NY",MANHATTAN,135,1218,SC
3-147-36,NEW YORK UNIVERSITY,"57 WILLOUGHBY STREET, Brooklyn, NY",BROOKLYN,147,36,CR
3-147-2,NEW YORK UNIVERSITY,"365 JAY STREET, Brooklyn, NY",BROOKLYN,147,2,AP
3-147-4,NEW YORK UNIVERSITY,"351 JAY STREET, Brooklyn, NY",BROOKLYN,147,4,CR
1-943-1069,NEW YORK UNIVERSITY,"330 EAST 38TH STREET, Manhattan, NY",MANHATTAN,943,1069,SC
1-2094-1201,COLUMBIA UNIVERSITY,"3599 BROADWAY, Manhattan, NY",MANHATTAN,2094,1201,BS
3-359-1001,NEW YORK UNIVERSITY,"83 WOODHULL STREET, Brooklyn, NY",BROOKLYN,359,1001,SC
1-1841-1289,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1289,SC
1-546-30,NEW YORK UNIVERSITY,"31 WEST 4TH   STREET, Manhattan, NY",MANHATTAN,546,30,OT
1-52-1,NEW YORK UNIVERSITY,"96 TRINITY PLACE, Manhattan, NY",MANHATTAN,52,1,OT
1-545-15,NEW YORK UNIVERSITY,"726 BROADWAY, Manhattan, NY",MANHATTAN,545,15,OT
2-3273-204,FORDHAM UNIVERSITY,"2535 CAMBRELENG AVE, Bronx, NY",BRONX,3273,204,D3
1-405-1302,NEW YORK UNIVERSITY,"525 EAST 11TH   STREET, Manhattan, NY",MANHATTAN,405,1302,SC
1-550-6,NEW YORK UNIVERSITY,"6 WASHINGTON SQUARE N, Manhattan, NY",MANHATTAN,550,6,OT
1-550-1,NEW YORK UNIVERSITY,"1 WASHINGTON SQUARE N, Manhattan, NY",MANHATTAN,550,1,OT
1-550-5,NEW YORK UNIVERSITY,"5 WASHINGTON SQUARE N, Manhattan, NY",MANHATTAN,550,5,OT
1-550-4,NEW YORK UNIVERSITY,"4 WASHINGTON SQUARE N, Manhattan, NY",MANHATTAN,550,4,OT
1-918-1025,NEW YORK UNIVERSITY,"240 EAST 38TH   STREET, Manhattan, NY",MANHATTAN,918,1025,CC
1-918-1007,NEW YORK UNIVERSITY,"240 EAST 38TH   STREET, Manhattan, NY",MANHATTAN,918,1007,CC
1-918-1008,NEW YORK UNIVERSITY,"240 EAST 38TH   STREET, Manhattan, NY",MANHATTAN,918,1008,CR
1-918-1006,NEW YORK UNIVERSITY,"240 EAST 38TH   STREET, Manhattan, NY",MANHATTAN,918,1006,CC
1-918-1026,NEW YORK UNIVERSITY,"240 EAST 38TH   STREET, Manhattan, NY",MANHATTAN,918,1026,CC
3-2118-4,NEW YORK UNIVERSITY,"107 SOUTH OXFORD STREET, Brooklyn, NY",BROOKLYN,2118,4,AP
1-962-1070,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1070,CC
1-962-1069,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1069,CC
3-171-58,THE NEW SCHOOL,"321 1/2 STATE ST, Brooklyn, NY",BROOKLYN,171,58,D2
1-863-67,NEW YORK UNIVERSITY,"178 MADISON AVENUE, Manhattan, NY",MANHATTAN,863,67,CR
1-621-74,NEW YORK UNIVERSITY,"77 CHARLES STREET, Manhattan, NY",MANHATTAN,621,74,D1
3-2047-7,NEW YORK UNIVERSITY,"307 BRIDGE STREET, Brooklyn, NY",BROOKLYN,2047,7,CR
1-546-26,NEW YORK UNIVERSITY,"21 WEST 4TH   STREET, Manhattan, NY",MANHATTAN,546,26,OT
1-1896-51,COLUMBIA UNIVERSITY,"635 WEST 115 STREET, Manhattan, NY",MANHATTAN,1896,51,PA
1-2139-85,COLUMBIA UNIVERSITY,"193 FT WASHINGTON AVENUE, Manhattan, NY",MANHATTAN,2139,85,CR
1-1989-50,COLUMBIA UNIVERSITY,"600 WEST 120 STREET, Manhattan, NY",MANHATTAN,1989,50,CR
1-16-1604,NEW YORK UNIVERSITY,"30 LITTLE WEST STREET, Manhattan, NY",MANHATTAN,16,1604,SC
1-1993-57,COLUMBIA UNIVERSITY,"140 CLAREMONT AVENUE, Manhattan, NY",MANHATTAN,1993,57,SP
1-1994-57,COLUMBIA UNIVERSITY,"155 CLAREMONT AVENUE, Manhattan, NY",MANHATTAN,1994,57,OT
1-1993-1,COLUMBIA UNIVERSITY,"130 CLAREMONT AVE, Manhattan, NY",MANHATTAN,1993,1,OT
4-30-1272,NEW YORK UNIVERSITY,"5-43 48TH   AVENUE, Queens, NY",QUEENS,30,1272,SR
4-30-1220,NEW YORK UNIVERSITY,"5-43 48TH AVENUE, Queens, NY",QUEENS,30,1220,SC
1-604-1017,NEW YORK UNIVERSITY,"130 BARROW STREET, Manhattan, NY",MANHATTAN,604,1017,SC
1-577-19,THE NEW SCHOOL,"34 WEST 14TH   STREET, Manhattan, NY",MANHATTAN,577,19,OT
3-5854-36,NEW YORK UNIVERSITY,"6740 4 AVENUE, Brooklyn, NY",BROOKLYN,5854,36,OF
1-944-1089,COLUMBIA UNIVERSITY,"311 EAST 38TH STREET, Manhattan, NY",MANHATTAN,944,1089,SC
1-2094-36,COLUMBIA UNIVERSITY,"3595-3599 BROADWAY, Manhattan, NY",MANHATTAN,2094,36,CR
1-1882-61,COLUMBIA UNIVERSITY,"2852 BROADWAY, Manhattan, NY",MANHATTAN,1882,61,OF
1-1314-1617,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1617,IB
1-1314-1618,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1618,IB
1-1314-1611,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1611,IB
1-1314-15,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,15,CR
1-1314-1619,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1619,IB
1-1314-1609,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1609,IB
1-1314-1622,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1622,IB
1-1314-1623,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1623,IB
1-1314-1604,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1604,IB
1-1314-1613,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1613,IB
1-1314-1620,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1620,IB
1-1314-1607,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1607,IB
1-1314-1612,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1612,IB
1-1314-1606,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1606,IB
1-1314-1603,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1603,IB
1-1314-1601,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1601,IB
1-1314-1615,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1615,IB
1-1314-1616,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1616,IB
1-1314-1614,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1614,IB
1-1314-1602,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1602,IB
1-1314-1608,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1608,IB
1-1314-1610,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1610,IB
1-1314-1605,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1605,IB
1-1314-1621,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1621,IB
1-1314-1624,NEW YORK UNIVERSITY,"222 EAST 41ST STREET, Manhattan, NY",MANHATTAN,1314,1624,IB
3-1887-11,NEW YORK UNIVERSITY,"129 VANDERBILT AVENUE, Brooklyn, NY",BROOKLYN,1887,11,OT
1-2124-39,COLUMBIA UNIVERSITY,"1146 ST NICHOLAS AVENUE, Manhattan, NY",MANHATTAN,2124,39,CR
3-1909-15,PRATT INSTITUTE,"131 EMERSON PLACE, Brooklyn, NY",BROOKLYN,1909,15,CR
1-2094-29,COLUMBIA UNIVERSITY,"3589 BROADWAY, Manhattan, NY",MANHATTAN,2094,29,CR
1-2094-32,COLUMBIA UNIVERSITY,"3581 BROADWAY, Manhattan, NY",MANHATTAN,2094,32,RS
3-244-1111,NEW YORK UNIVERSITY,"134 PIERREPONT STREET, Brooklyn, NY",BROOKLYN,244,1111,SC
1-524-70,NEW YORK UNIVERSITY,"181 MERCER STREET, Manhattan, NY",MANHATTAN,524,70,CR
1-609-1101,PRATT INSTITUTE,"138 WEST 14TH   STREET, Manhattan, NY",MANHATTAN,609,1101,OT
1-1029-1017,COLUMBIA UNIVERSITY,"241 WEST 57TH STREET, Manhattan, NY",MANHATTAN,1029,1017,CC
1-1392-163,NEW YORK UNIVERSITY,"14 EAST 78TH   STREET, Manhattan, NY",MANHATTAN,1392,163,OT
1-1393-1,NEW YORK UNIVERSITY,"1 E 78TH ST, Manhattan, NY",MANHATTAN,1393,1,PA
1-2138-24,COLUMBIA UNIVERSITY,"600 FT WASHINGTON AVENUE, Manhattan, NY",MANHATTAN,2138,24,OT
1-1344-1312,NEW YORK UNIVERSITY,"305 EAST 51ST STREET, Manhattan, NY",MANHATTAN,1344,1312,SC
1-524-9,NEW YORK UNIVERSITY,"124-138 BLEEKER STREET, Manhattan, NY",MANHATTAN,524,9,CR
1-533-10,NEW YORK UNIVERSITY,"543 LA GUARDIA PLACE, Manhattan, NY",MANHATTAN,533,10,OT
1-535-20,NEW YORK UNIVERSITY,"nan MERCER STREET, Manhattan, NY",MANHATTAN,535,20,CR
1-535-8020,NEW YORK UNIVERSITY,"nan MERCER STREET, Manhattan, NY",MANHATTAN,535,8020,CR
1-533-20,NEW YORK UNIVERSITY,"535 LA GUARDIA PLACE, Manhattan, NY",MANHATTAN,533,20,OT
1-533-30,NEW YORK UNIVERSITY,"1 WASHINGTON SQ VLLGE, Manhattan, NY",MANHATTAN,533,30,OT
3-2017-39,NEW YORK UNIVERSITY,"1184 FULTON STREET, Brooklyn, NY",BROOKLYN,2017,39,PA
1-810-1,COLUMBIA UNIVERSITY,"151 WEST 34TH STREET, Manhattan, NY",MANHATTAN,810,1,OT
1-558-37,THE NEW SCHOOL,"131 EAST   12 STREET, Manhattan, NY",MANHATTAN,558,37,PA
1-575-17,THE NEW SCHOOL,"66 WEST 12 STREET, Manhattan, NY",MANHATTAN,575,17,OT
1-962-1034,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1034,CC
1-962-1011,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1011,CC
1-962-1013,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1013,CC
1-962-1088,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1088,CC
1-962-1090,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1090,CC
1-962-1052,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1052,CC
1-962-1003,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1003,IB
1-962-1027,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1027,CC
1-962-1043,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1043,CC
1-962-1049,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1049,CC
1-962-1023,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1023,CC
1-962-1101,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1101,CC
