parcel_key,corporationname,building_address,boro,block,lot,property_type
2-5821-2885,COLUMBIA UNIVERSITY,"4651 FIELDSTON ROAD, Bronx, NY",BRONX,5821,2885,RG
2-5821-2888,COLUMBIA UNIVERSITY,"nan FIELDSTON ROAD, Bronx, NY",BRONX,5821,2888,VR
1-896-2,NEW YORK UNIVERSITY,"127 3 AVENUE, Manhattan, NY",MANHATTAN,896,2,PA
1-896-3,NEW YORK UNIVERSITY,"129 3 AVENUE, Manhattan, NY",MANHATTAN,896,3,PA
1-1997-64,COLUMBIA UNIVERSITY,"2291 JOE DIMAGGIO HWY (ADJACENT TO), Manhattan, NY",MANHATTAN,1997,64,VN
1-898-1069,NEW YORK UNIVERSITY,"305 2 AVENUE, Manhattan, NY",MANHATTAN,898,1069,SC
2-5642-1064,COLUMBIA UNIVERSITY,"7 DEEPWATER WAY, Bronx, NY",BRONX,5642,1064,PA
1-622-71,NEW YORK UNIVERSITY,"387 1/2 BLEECKER STREET, Manhattan, NY",MANHATTAN,622,71,D1
1-707-54,COLUMBIA UNIVERSITY,"530 WEST 36TH   STREET, Manhattan, NY",MANHATTAN,707,54,CR
1-707-56,COLUMBIA UNIVERSITY,"542 WEST 36TH STREET, Manhattan, NY",MANHATTAN,707,56,VN
4-7385-14,COLUMBIA UNIVERSITY,"50-18 OCEANIA STREET, Queens, NY",QUEENS,7385,14,D1
1-1841-25,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,25,PA
2-3273-272,FORDHAM UNIVERSITY,"Block 3273 Lot 272, Bronx, NY",BRONX,3273,272,PA
2-3273-209,FORDHAM UNIVERSITY,"2540 BELMONT AVENUE, Bronx, NY",BRONX,3273,209,OT
2-3273-332,FORDHAM UNIVERSITY,"2535 HUGHES AVENUE, Bronx, NY",BRONX,3273,332,PA
1-1158-1589,COLUMBIA UNIVERSITY,"200 WEST END AVENUE, Manhattan, NY",MANHATTAN,1158,1589,SC
2-3273-287,FORDHAM UNIVERSITY,"Block 3273 Lot 287, Bronx, NY",BRONX,3273,287,PA
2-4226-9,COLUMBIA UNIVERSITY,"Block 4226 Lot 9, Bronx, NY",BRONX,4226,9,PA
2-4226-7,COLUMBIA UNIVERSITY,"1720 EASTCHESTER ROAD, Bronx, NY",BRONX,4226,7,CR
2-4226-10,COLUMBIA UNIVERSITY,"1742 EASTCHESTER ROAD, Bronx, NY",BRONX,4226,10,VN
2-4226-8,COLUMBIA UNIVERSITY,"Block 4226 Lot 8, Bronx, NY",BRONX,4226,8,PA
2-4226-6,COLUMBIA UNIVERSITY,"1740 EASTCHESTER ROAD, Bronx, NY",BRONX,4226,6,OT
2-5925-411,COLUMBIA UNIVERSITY,"690 WEST  247 STREET, Bronx, NY",BRONX,5925,411,PA
3-948-13,COLUMBIA UNIVERSITY,"138 ST JOHNS PLACE, Brooklyn, NY",BROOKLYN,948,13,D3
2-3264-1,COLUMBIA UNIVERSITY,"2880 EXTERIOR STREET, Bronx, NY",BRONX,3264,1,CR
1-1868-1262,COLUMBIA UNIVERSITY,"275 WEST   96 STREET, Manhattan, NY",MANHATTAN,1868,1262,PA
1-1885-21,COLUMBIA UNIVERSITY,"517 WEST 113 STREET, Manhattan, NY",MANHATTAN,1885,21,AP
1-1518-56,COLUMBIA UNIVERSITY,"Block 1518 Lot 56, Manhattan, NY",MANHATTAN,1518,56,PA
1-2112-39,COLUMBIA UNIVERSITY,"Block 2112 Lot 39, Manhattan, NY",MANHATTAN,2112,39,PA
2-3273-293,FORDHAM UNIVERSITY,"561-565 EAST FORDHAM ROAD, Bronx, NY",BRONX,3273,293,PA
1-1520-15,NEW YORK UNIVERSITY,"1382 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1520,15,D1
1-2139-80,COLUMBIA UNIVERSITY,"722 WEST 168 STREET, Manhattan, NY",MANHATTAN,2139,80,CR
3-1059-30,COLUMBIA UNIVERSITY,"226 ST JOHNS PLACE, Brooklyn, NY",BROOKLYN,1059,30,D2
1-931-31,NEW YORK UNIVERSITY,"433 1 AVENUE, Manhattan, NY",MANHATTAN,931,31,OT
3-1909-1,PRATT INSTITUTE,"161 EMERSON PLACE, Brooklyn, NY",BROOKLYN,1909,1,AP
1-790-19,NEW YORK UNIVERSITY,"125 WEST   14 STREET, Manhattan, NY",MANHATTAN,790,19,PA
1-538-25,NEW YORK UNIVERSITY,"Block 538 Lot 25, Manhattan, NY",MANHATTAN,538,25,PA
1-559-14,NEW YORK UNIVERSITY,"110 EAST   14 STREET, Manhattan, NY",MANHATTAN,559,14,PA
1-1885-47,COLUMBIA UNIVERSITY,"526 WEST 114 STREET, Manhattan, NY",MANHATTAN,1885,47,CR
2-3272-2,FORDHAM UNIVERSITY,"2855 SOUTHERN BOULEVARD, Bronx, NY",BRONX,3272,2,AP
4-6715-32,"ST JOHNS UNIVERSITY, NEW YORK","147-14 UNION TURNPIKE, Queens, NY",QUEENS,6715,32,D3
1-832-25,COLUMBIA UNIVERSITY,"25 WEST 30 STREET, Manhattan, NY",MANHATTAN,832,25,PA
1-766-1243,COLUMBIA UNIVERSITY,"270 WEST 17TH STREET, Manhattan, NY",MANHATTAN,766,1243,SC
1-630-51,COLUMBIA UNIVERSITY,"135 CHRISTOPHER STREET, Manhattan, NY",MANHATTAN,630,51,AP
1-1578-17,FORDHAM UNIVERSITY,"529 EAST 81ST STREET, Manhattan, NY",MANHATTAN,1578,17,AP
2-5842-2045,COLUMBIA UNIVERSITY,"5435 POST ROAD, Bronx, NY",BRONX,5842,2045,D1
2-5842-2046,COLUMBIA UNIVERSITY,"5429 POST ROAD, Bronx, NY",BRONX,5842,2046,RG
4-6054-36,COLUMBIA UNIVERSITY,"29-06 214TH STREET, Queens, NY",QUEENS,6054,36,AP
1-693-18,COLUMBIA UNIVERSITY,"521 WEST 21ST STREET, Manhattan, NY",MANHATTAN,693,18,CR
1-693-23,COLUMBIA UNIVERSITY,"510 WEST 22ND STREET, Manhattan, NY",MANHATTAN,693,23,CR
1-1375-67,NEW YORK UNIVERSITY,"795 FIFTH AVENUE, Manhattan, NY",MANHATTAN,1375,67,SP
1-1035-25,COLUMBIA UNIVERSITY,"nan WEST 44TH STREET, Manhattan, NY",MANHATTAN,1035,25,OT
1-571-14,THE NEW SCHOOL,"22 EAST   14 STREET, Manhattan, NY",MANHATTAN,571,14,PA
1-1963-9,COLUMBIA UNIVERSITY,"415 WEST 120 STREET, Manhattan, NY",MANHATTAN,1963,9,AP
1-1264-5,COLUMBIA UNIVERSITY,"1230 AVENUE OF THE AMER, Manhattan, NY",MANHATTAN,1264,5,OT
1-1265-1,COLUMBIA UNIVERSITY,"1250 6 AVENUE, Manhattan, NY",MANHATTAN,1265,1,OT
3-873-69,COLUMBIA UNIVERSITY,"255 18 STREET, Brooklyn, NY",BROOKLYN,873,69,AP
2-5821-2910,COLUMBIA UNIVERSITY,"4601 FIELDSTON ROAD, Bronx, NY",BRONX,5821,2910,OT
2-5821-2920,COLUMBIA UNIVERSITY,"447 WEST 246 STREET, Bronx, NY",BRONX,5821,2920,OT
1-573-13,NEW YORK UNIVERSITY,"58 WEST   10 STREET, Manhattan, NY",MANHATTAN,573,13,PA
1-1085-36,COLUMBIA UNIVERSITY,"500 WEST 57TH STREET, Manhattan, NY",MANHATTAN,1085,36,OF
1-939-54,NEW YORK UNIVERSITY,"Block 939 Lot 54, Manhattan, NY",MANHATTAN,939,54,PA
3-1946-1,PRATT INSTITUTE,"163 GREENE AVENUE, Brooklyn, NY",BROOKLYN,1946,1,D3
1-574-11,THE NEW SCHOOL,"64 WEST 11TH STREET, Manhattan, NY",MANHATTAN,574,11,SP
1-547-17,NEW YORK UNIVERSITY,"Block 547 Lot 17, Manhattan, NY",MANHATTAN,547,17,PA
1-547-16,NEW YORK UNIVERSITY,"Block 547 Lot 16, Manhattan, NY",MANHATTAN,547,16,PA
1-547-14,NEW YORK UNIVERSITY,"Block 547 Lot 14, Manhattan, NY",MANHATTAN,547,14,PA
1-547-12,NEW YORK UNIVERSITY,"Block 547 Lot 12, Manhattan, NY",MANHATTAN,547,12,PA
1-462-17,NEW YORK UNIVERSITY,"36 EAST 7TH STREET, Manhattan, NY",MANHATTAN,462,17,AP
3-1378-51,COLUMBIA UNIVERSITY,"228 UTICA AVENUE, Brooklyn, NY",BROOKLYN,1378,51,PA
1-1820-1020,COLUMBIA UNIVERSITY,"137 CENTRAL PARK NORTH, Manhattan, NY",MANHATTAN,1820,1020,SC
1-524-666,NEW YORK UNIVERSITY,"Block 524 Lot 666, Manhattan, NY",MANHATTAN,524,666,PA
1-524-116,NEW YORK UNIVERSITY,"195 MERCER STREET, Manhattan, NY",MANHATTAN,524,116,PA
1-1894-58,COLUMBIA UNIVERSITY,"Block 1894 Lot 58, Manhattan, NY",MANHATTAN,1894,58,PA
3-55-1144,NEW YORK UNIVERSITY,"206 FRONT STREET, Brooklyn, NY",BROOKLYN,55,1144,SC
4-8026-41,THE NEW SCHOOL,"113 GROSVENOR STREET, Queens, NY",QUEENS,8026,41,D1
3-1905-40,PRATT INSTITUTE,"526 MYRTLE AVENUE, Brooklyn, NY",BROOKLYN,1905,40,CR
1-2123-36,COLUMBIA UNIVERSITY,"506 WEST  166 STREET, Manhattan, NY",MANHATTAN,2123,36,PA
1-772-8,COLUMBIA UNIVERSITY,"Block 772 Lot 8, Manhattan, NY",MANHATTAN,772,8,PA
1-618-1137,THE NEW SCHOOL,"222 WEST 14TH   STREET, Manhattan, NY",MANHATTAN,618,1137,SC
2-5728-582,COLUMBIA UNIVERSITY,"2714 NETHERLAND AVENUE, Bronx, NY",BRONX,5728,582,RG
1-1841-1223,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1223,SC
1-1841-1257,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1257,SC
1-1841-1265,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1265,SC
1-1841-1266,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1266,SC
1-1841-1246,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1246,SC
1-1841-1247,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1247,SC
1-1841-1254,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1254,SC
1-1841-1222,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1222,SC
1-1841-1243,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1243,SC
1-1841-1250,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1250,SC
1-1841-1261,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1261,SC
1-1841-1249,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1249,SC
1-1841-1271,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1271,SC
1-1841-1233,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1233,SC
1-1841-1238,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1238,SC
1-1841-1244,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1244,SC
1-1841-1220,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1220,SC
1-1841-1235,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1235,SC
1-1841-1251,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1251,SC
1-1841-1248,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1248,SC
1-1841-1230,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1230,SC
1-1841-1234,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1234,SC
1-1841-1224,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1224,SC
1-1841-1226,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1226,SC
1-1841-1240,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1240,SC
1-1841-1239,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1239,SC
1-1841-1270,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1270,SC
1-1841-1260,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1260,SC
1-1841-1253,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1253,SC
1-1841-1227,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1227,SC
1-1841-1236,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1236,SC
1-1841-1245,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1245,SC
1-1841-1218,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1218,SC
1-1841-1255,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1255,SC
1-1841-1228,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1228,SC
1-1841-1252,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1252,SC
1-1841-1264,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1264,SC
1-1841-1237,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1237,SC
1-1841-1259,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1259,SC
1-1841-1219,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1219,SC
1-1841-1229,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1229,SC
1-1841-1242,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1242,SC
1-1841-1263,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1263,SC
1-1841-1267,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1267,SC
1-1841-1225,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1225,SC
1-1841-1258,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1258,SC
1-1841-1231,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1231,SC
1-1841-1256,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1256,SC
1-1841-1269,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1269,SC
1-1841-1268,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1268,SC
1-1841-1262,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1262,SC
1-1841-1241,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1241,SC
1-1841-1232,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1232,SC
1-1997-61,COLUMBIA UNIVERSITY,"2293 JOE DIMAGGIO HIGHWAY, Manhattan, NY",MANHATTAN,1997,61,CR
1-1114-1001,FORDHAM UNIVERSITY,"43 WEST 61ST STREET, Manhattan, NY",MANHATTAN,1114,1001,CC
3-2420-30,NEW YORK UNIVERSITY,"168 HAVEMEYER STREET, Brooklyn, NY",BROOKLYN,2420,30,RB
1-577-39,THE NEW SCHOOL,"80 5 AVENUE, Manhattan, NY",MANHATTAN,577,39,OT
1-52-7,NEW YORK UNIVERSITY,"Block 52 Lot 7, Manhattan, NY",MANHATTAN,52,7,PA
1-2138-85,COLUMBIA UNIVERSITY,"Block 2138 Lot 85, Manhattan, NY",MANHATTAN,2138,85,PA
2-5752-281,NEW YORK UNIVERSITY,"3 RIVER ROAD, Bronx, NY",BRONX,5752,281,D1
2-5752-282,NEW YORK UNIVERSITY,"nan RIVER AVENUE, Bronx, NY",BRONX,5752,282,PA
1-462-25,NEW YORK UNIVERSITY,"107 2 AVENUE, Manhattan, NY",MANHATTAN,462,25,OT
2-3273-297,FORDHAM UNIVERSITY,"559 EAST FORDHAM ROAD, Bronx, NY",BRONX,3273,297,PA
2-5642-1058,COLUMBIA UNIVERSITY,"6 LANDING WAY, Bronx, NY",BRONX,5642,1058,PA
1-1889-1244,NEW YORK UNIVERSITY,"845 WEST END AVE, Manhattan, NY",MANHATTAN,1889,1244,SC
1-2074-56,COLUMBIA UNIVERSITY,"530 WEST 143 STREET, Manhattan, NY",MANHATTAN,2074,56,PA
1-1893-32,COLUMBIA UNIVERSITY,"370 RIVERSIDE DRIVE, Manhattan, NY",MANHATTAN,1893,32,SP
3-962-59,NEW YORK UNIVERSITY,"113 GARFIELD PLACE, Brooklyn, NY",BROOKLYN,962,59,D1
3-271-34,"ST JOHNS UNIVERSITY, NEW YORK","68 SCHERMERHORN STREET, Brooklyn, NY",BROOKLYN,271,34,AP
3-6509-27,NEW YORK UNIVERSITY,"954 EAST 7TH STREET, Brooklyn, NY",BROOKLYN,6509,27,RG
2-5631-11,COLUMBIA UNIVERSITY,"18 BAY STREET, Bronx, NY",BRONX,5631,11,PA
1-556-49,NEW YORK UNIVERSITY,"112 EAST 12TH   STREET, Manhattan, NY",MANHATTAN,556,49,OT
1-548-45,NEW YORK UNIVERSITY,"23 WAVERLY PLACE, Manhattan, NY",MANHATTAN,548,45,SP
2-3291-1,FORDHAM UNIVERSITY,"330 BEDFORD PARK BLVD, Bronx, NY",BRONX,3291,1,RS
3-1128-1147,NEW YORK UNIVERSITY,"700 PACIFIC STREET, Brooklyn, NY",BROOKLYN,1128,1147,SC
1-1132-9999,FORDHAM UNIVERSITY,"Block 1132 Lot 9999, Manhattan, NY",MANHATTAN,1132,9999,PA
1-1133-9999,FORDHAM UNIVERSITY,"Block 1133 Lot 9999, Manhattan, NY",MANHATTAN,1133,9999,PA
1-911-1104,NEW YORK UNIVERSITY,"227 EAST 30TH   STREET, Manhattan, NY",MANHATTAN,911,1104,CC
1-911-1103,NEW YORK UNIVERSITY,"227 EAST 30TH   STREET, Manhattan, NY",MANHATTAN,911,1103,CC
1-911-1101,NEW YORK UNIVERSITY,"227 EAST 30TH   STREET, Manhattan, NY",MANHATTAN,911,1101,CC
1-911-1102,NEW YORK UNIVERSITY,"227 EAST 30TH   STREET, Manhattan, NY",MANHATTAN,911,1102,CC
1-1881-1024,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1024,PA
1-1881-1004,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1004,PA
1-1881-1044,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1044,PA
1-1881-1082,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1082,PA
1-1881-1109,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1109,PA
1-1881-1026,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1026,PA
1-1881-1015,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1015,PA
1-1881-1081,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1081,PA
1-1881-1064,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1064,PA
1-1881-1019,COLUMBIA UNIVERSITY,"502 CATHEDRAL PARKWAY, Manhattan, NY",MANHATTAN,1881,1019,PA
1-559-31,NEW YORK UNIVERSITY,"148 EAST   14 STREET, Manhattan, NY",MANHATTAN,559,31,PA
1-559-30,NEW YORK UNIVERSITY,"146 EAST   14 STREET, Manhattan, NY",MANHATTAN,559,30,PA
1-559-29,NEW YORK UNIVERSITY,"144 EAST   14 STREET, Manhattan, NY",MANHATTAN,559,29,PA
1-559-28,NEW YORK UNIVERSITY,"142 EAST   14 STREET, Manhattan, NY",MANHATTAN,559,28,PA
1-559-27,NEW YORK UNIVERSITY,"140 EAST   14 STREET, Manhattan, NY",MANHATTAN,559,27,PA
2-3273-207,FORDHAM UNIVERSITY,"2541 CAMBRELENG AVENUE, Bronx, NY",BRONX,3273,207,PA
1-904-5,NEW YORK UNIVERSITY,"205 EAST 23RD STREET, Manhattan, NY",MANHATTAN,904,5,OT
1-904-7,NEW YORK UNIVERSITY,"209 EAST 23RD STREET, Manhattan, NY",MANHATTAN,904,7,OT
1-943-1020,COLUMBIA UNIVERSITY,"330 EAST 38TH   STREET, Manhattan, NY",MANHATTAN,943,1020,SC
1-639-1,THE NEW SCHOOL,"445 WEST STREET, Manhattan, NY",MANHATTAN,639,1,AP
3-1128-1120,NEW YORK UNIVERSITY,"700 PACIFIC STREET, Brooklyn, NY",BROOKLYN,1128,1120,D1
1-1948-6,COLUMBIA UNIVERSITY,"357 WEST 121 STREET, Manhattan, NY",MANHATTAN,1948,6,D2
1-879-39,NEW YORK UNIVERSITY,"308 3 AVENUE, Manhattan, NY",MANHATTAN,879,39,AP
1-879-44,NEW YORK UNIVERSITY,"318 3 AVENUE, Manhattan, NY",MANHATTAN,879,44,CR
1-879-36,NEW YORK UNIVERSITY,"302 3 AVENUE, Manhattan, NY",MANHATTAN,879,36,CR
1-879-37,NEW YORK UNIVERSITY,"304 3 AVENUE, Manhattan, NY",MANHATTAN,879,37,OT
1-879-40,NEW YORK UNIVERSITY,"310 3 AVENUE, Manhattan, NY",MANHATTAN,879,40,RB
1-879-38,NEW YORK UNIVERSITY,"306 3 AVENUE, Manhattan, NY",MANHATTAN,879,38,AP
1-879-33,NEW YORK UNIVERSITY,"155 EAST 23RD STREET, Manhattan, NY",MANHATTAN,879,33,AP
1-879-30,NEW YORK UNIVERSITY,"149 EAST 23 STREET, Manhattan, NY",MANHATTAN,879,30,CR
1-879-43,NEW YORK UNIVERSITY,"316 3 AVENUE, Manhattan, NY",MANHATTAN,879,43,OT
1-1071-62,COLUMBIA UNIVERSITY,"Block 1071 Lot 62, Manhattan, NY",MANHATTAN,1071,62,PA
1-1071-64,COLUMBIA UNIVERSITY,"Block 1071 Lot 64, Manhattan, NY",MANHATTAN,1071,64,PA
1-1071-1,COLUMBIA UNIVERSITY,"560 WEST 43RD STREET, Manhattan, NY",MANHATTAN,1071,1,AP
1-1655-18,FORDHAM UNIVERSITY,"243 EAST 105 STREET, Manhattan, NY",MANHATTAN,1655,18,AP
4-355-16,COLUMBIA UNIVERSITY,"Block 355 Lot 16, Queens, NY",QUEENS,355,16,PA
4-355-22,COLUMBIA UNIVERSITY,"36-06 9 STREET, Queens, NY",QUEENS,355,22,PA
1-819-22,THE NEW SCHOOL,"29 WEST 17 STREET, Manhattan, NY",MANHATTAN,819,22,CR
1-1675-31,NEW YORK UNIVERSITY,"346 EAST 104 STREET, Manhattan, NY",MANHATTAN,1675,31,PA
2-5857-1018,COLUMBIA UNIVERSITY,"5775 MOSHOLU AVENUE, Bronx, NY",BRONX,5857,1018,SC
1-457-11,NEW YORK UNIVERSITY,"3 EAST    2 STREET, Manhattan, NY",MANHATTAN,457,11,PA
2-3056-13,FORDHAM UNIVERSITY,"2426 LORILLARD PLACE, Bronx, NY",BRONX,3056,13,PA
2-3056-11,FORDHAM UNIVERSITY,"2422 LORILLARD PLACE, Bronx, NY",BRONX,3056,11,PA
2-5818-2065,COLUMBIA UNIVERSITY,"4621 WALDO AVENUE, Bronx, NY",BRONX,5818,2065,D1
1-1072-61,COLUMBIA UNIVERSITY,"580 11TH   AVENUE, Manhattan, NY",MANHATTAN,1072,61,PA
1-939-58,NEW YORK UNIVERSITY,"Block 939 Lot 58, Manhattan, NY",MANHATTAN,939,58,PA
1-939-56,NEW YORK UNIVERSITY,"Block 939 Lot 56, Manhattan, NY",MANHATTAN,939,56,PA
1-939-55,NEW YORK UNIVERSITY,"Block 939 Lot 55, Manhattan, NY",MANHATTAN,939,55,PA
1-939-57,NEW YORK UNIVERSITY,"Block 939 Lot 57, Manhattan, NY",MANHATTAN,939,57,PA
2-3222-162,NEW YORK UNIVERSITY,"1900******** SEDGWICK AVENUE, Bronx, NY",BRONX,3222,162,PA
1-1896-30,COLUMBIA UNIVERSITY,"Block 1896 Lot 30, Manhattan, NY",MANHATTAN,1896,30,PA
3-946-1201,NEW YORK UNIVERSITY,"667 DE GRAW STREET, Brooklyn, NY",BROOKLYN,946,1201,D1
2-3273-240,FORDHAM UNIVERSITY,"2528 HUGHES AVENUE, Bronx, NY",BRONX,3273,240,RG
4-9889-72,"ST JOHNS UNIVERSITY, NEW YORK","84-15 KENDRICK PLACE, Queens, NY",QUEENS,9889,72,PA
1-1092-49,COLUMBIA UNIVERSITY,"628 WEST 45TH   STREET, Manhattan, NY",MANHATTAN,1092,49,PA
1-35-20,COLUMBIA UNIVERSITY,"Block 35 Lot 20, Manhattan, NY",MANHATTAN,35,20,PA
1-35-18,COLUMBIA UNIVERSITY,"Block 35 Lot 18, Manhattan, NY",MANHATTAN,35,18,PA
1-35-17,COLUMBIA UNIVERSITY,"Block 35 Lot 17, Manhattan, NY",MANHATTAN,35,17,PA
1-35-35,COLUMBIA UNIVERSITY,"Block 35 Lot 35, Manhattan, NY",MANHATTAN,35,35,PA
1-35-36,COLUMBIA UNIVERSITY,"Block 35 Lot 36, Manhattan, NY",MANHATTAN,35,36,PA
1-35-12,COLUMBIA UNIVERSITY,"Block 35 Lot 12, Manhattan, NY",MANHATTAN,35,12,PA
1-35-21,COLUMBIA UNIVERSITY,"Block 35 Lot 21, Manhattan, NY",MANHATTAN,35,21,PA
1-35-28,COLUMBIA UNIVERSITY,"Block 35 Lot 28, Manhattan, NY",MANHATTAN,35,28,PA
1-35-40,COLUMBIA UNIVERSITY,"Block 35 Lot 40, Manhattan, NY",MANHATTAN,35,40,PA
1-35-19,COLUMBIA UNIVERSITY,"Block 35 Lot 19, Manhattan, NY",MANHATTAN,35,19,PA
