CorporationName,building_address,business_address,RegistrationID,BuildingID,Boro,BoroID,Block,Lot,BIN,RegistrationContactID
TRUSTEES OF COLUMBIA UNIVERSITY,"544 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, New York, NY 10027",128876,38190,MANHATTAN,1,1885,54,1057044.0,12887603
TRUSTEES OF COLUMBIA UNIVERSITY,"542 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",123188,38085,MANHATTAN,1,1884,151,1057015.0,12318803
TRUSTEES OF COLUMBIA UNIVERSITY,"616 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119 STREET, NY, NY 10027",137935,38205,MANHATTAN,1,1895,67,1057355.0,13793503
TRUSTEES OF COLUMBIA UNIVERSITY,"605 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",124206,805850,MANHATTAN,1,1895,52,1057349.0,12420603
TRUSTEES OF COLUMBIA UNIVERSITY,"549 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",103100,27306,MANHATTAN,1,1994,81,1059876.0,10310003
TRUSTEES OF COLUMBIA UNIVERSITY,"558 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",125817,38094,MANHATTAN,1,1884,57,1057012.0,12581703
COLUMBIA UNIVERSITY,"100 HAVEN AVENUE, NEW YORK, NY, 10032","60 Haven Avenue APARTMENT 104, New York, NY 10032",143997,22629,MANHATTAN,1,2139,250,1088757.0,14399704
COLUMBIA UNIVERSITY,"100 HAVEN AVENUE, NEW YORK, NY, 10032","630 W 168TH ST, New York, NY 10032",143997,22629,MANHATTAN,1,2139,250,1088757.0,14399703
TRUSTEES OF COLUMBIA UNIVERSITY,"612 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, New York, NY 10027",124696,38203,MANHATTAN,1,1895,165,1057364.0,12469603
COLUMBIA UNIVERSITY,"52 HAVEN AVENUE, NEW YORK, NY, 10032","650 W 168TH ST, New York, NY 10032",121103,22643,MANHATTAN,1,2139,210,1063423.0,12110303
COLUMBIA UNIVERSITY,"52 HAVEN AVENUE, NEW YORK, NY, 10032","50 Haven Avenue APARTMENT 104, New York, NY 10032",121103,22643,MANHATTAN,1,2139,210,1063423.0,12110304
TRUSTEES OF COLUMBIA UNIVERSITY,"520 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",127043,38179,MANHATTAN,1,1885,43,1057035.0,12704303
TRUSTEES OF COLUMBIA UNIVERSITY,"507 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",123840,38069,MANHATTAN,1,1885,27,1057030.0,12384003
COLUMBIA UNIVERSITY,"102 HAVEN AVENUE, NEW YORK, NY, 10032","650 W 168TH ST APARTMENT B07, New York, NY 10032",143998,22651,MANHATTAN,1,2139,250,1081869.0,14399803
COLUMBIA UNIVERSITY,"102 HAVEN AVENUE, NEW YORK, NY, 10032","50 HAVEN AVE APARTMENT 104, New York, NY 10032",143998,22651,MANHATTAN,1,2139,250,1081869.0,14399804
TRUSTEES OF COLUMBIA UNIVERSITY,"526 WEST 122 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",118774,39219,MANHATTAN,1,1976,53,1059665.0,11877403
TRUSTEES OF COLUMBIA UNIVERSITY,"503 WEST 121 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, New York, NY 10027",124452,39060,MANHATTAN,1,1976,26,1059656.0,12445203
TRUSTEES OF COLUMBIA UNIVERSITY,"538 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, New York, NY 10027",134202,38187,MANHATTAN,1,1885,52,1057042.0,13420203
TRUSTEES OF COLUMBIA UNIVERSITY,"547 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",128095,27304,MANHATTAN,1,1994,88,1059878.0,12809503
TRUSTEES OF COLUMBIA UNIVERSITY,"511 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",101062,37980,MANHATTAN,1,1884,21,1056995.0,10106203
TRUSTEES OF COLUMBIA UNIVERSITY,"610 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",128478,38201,MANHATTAN,1,1895,65,1057353.0,12847803
TRUSTEES OF COLUMBIA UNIVERSITY,"601 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",110315,7940,MANHATTAN,1,1895,16,1057336.0,11031503
TRUSTEES OF COLUMBIA UNIVERSITY,"614 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",118328,38204,MANHATTAN,1,1895,66,1057354.0,11832803
COLUMBIA UNIVERSITY,"154 HAVEN AVENUE, NEW YORK, NY, 10032","650 W 168TH ST, New York, NY 10032",139956,22637,MANHATTAN,1,2139,275,1063430.0,13995603
COLUMBIA UNIVERSITY,"154 HAVEN AVENUE, NEW YORK, NY, 10032","50 Haven Avenue, New York, NY 10032",139956,22637,MANHATTAN,1,2139,275,1063430.0,13995604
TRUSTEES OF COLUMBIA UNIVERSITY,"627 WEST 115 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",134054,38292,MANHATTAN,1,1896,55,1057377.0,13405403
TRUSTEES OF COLUMBIA UNIVERSITY,"610 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",104971,38100,MANHATTAN,1,1895,28,1057340.0,10497103
TRUSTEES OF COLUMBIA UNIVERSITY,"512 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",103141,37981,MANHATTAN,1,1883,42,1056981.0,10314103
TRUSTEES OF COLUMBIA UNIVERSITY,"29 CLAREMONT AVENUE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102896,9619,MANHATTAN,1,1990,22,1059821.0,10289603
TRUSTEES OF COLUMBIA UNIVERSITY,"608 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",128043,38099,MANHATTAN,1,1895,27,1057339.0,12804303
TRUSTEES OF COLUMBIA UNIVERSITY,"614 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",108924,38102,MANHATTAN,1,1895,129,1057361.0,10892403
TRUSTEES OF COLUMBIA UNIVERSITY,"548 RIVERSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",115612,27305,MANHATTAN,1,1994,84,1059877.0,11561203
TRUSTEES OF COLUMBIA UNIVERSITY,"554 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",123821,38092,MANHATTAN,1,1884,56,1057011.0,12382103
TRUSTEES OF COLUMBIA UNIVERSITY,"130 MORNINGSIDE DRIVE, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",102813,25570,MANHATTAN,1,1963,56,1059525.0,10281303
TRUSTEES OF COLUMBIA UNIVERSITY,"601 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",121592,7946,MANHATTAN,1,1895,55,1057350.0,12159203
TRUSTEES OF COLUMBIA UNIVERSITY,"514 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, New York, NY 10027",130108,38178,MANHATTAN,1,1885,40,1057034.0,13010803
TRUSTEES OF COLUMBIA UNIVERSITY,"602 WEST 116 STREET, NEW YORK, NY, 10027","400 WEST 119TH STREET, NEW YORK, NY 10027",118528,38410,MANHATTAN,1,1896,74,1057381.0,11852803
TRUSTEES OF COLUMBIA UNIVERSITY,"606 WEST 114 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",118778,38199,MANHATTAN,1,1895,64,1057352.0,11877803
TRUSTEES OF COLUMBIA UNIVERSITY,"509 WEST 112 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",104036,37979,MANHATTAN,1,1884,24,1056996.0,10403603
TRUSTEES OF COLUMBIA UNIVERSITY,"402 WEST 115 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, NEW YORK, NY 10027",118760,38274,MANHATTAN,1,1867,23,1056040.0,11876003
TRUSTEES OF COLUMBIA UNIVERSITY,"506 WEST 113 STREET, NEW YORK, NY, 10025","400 WEST 119TH STREET, New York, NY 10027",128724,38068,MANHATTAN,1,1884,40,1057001.0,12872403
